nct_id,title,status,phase,enrollment,start_date,completion_date,enrollment_rate_monthly,enrollment_rate_tier,enrollment_success_pct,success_tier,status_success_score,composite_success_score,success_percentile
NCT03458442,China OLIMPICS: China Ophthalmic Learning and Improvement Initiative in Cataract Surgery Trial,COMPLETED,NA,32.0,2018-05-09,2020-02-01,1.5388309636650868,Adequate (1-10/month),15.388309636650868,Significantly Below (<50%),100,47.6,41.775
NCT07276542,Clinical Trial Exploring the Outpatient Treatment of Phantom Limb Pain With Ketamine Administration in a Six Month Study With a Minimum Remission Period of 7 Days Between Treatment Session. 25-30 Subjects With an Ongoing History of Significant PLP.--FDA and IRB Approved.,NOT_YET_RECRUITING,PHASE2,30.0,2026-01-15,2026-12-31,2.609142857142857,Adequate (1-10/month),26.091428571428573,Significantly Below (<50%),30,31.4,10.47
NCT01188642,Effects of Physical Training and Nutrition Education on Adipocytokines in Severely Obese Teenagers,COMPLETED,,32.0,2009-03-01,,,Slow (<1/month),,Significantly Below (<50%),100,40.9,22.82
NCT03107442,Exercise and Arterial Stiffness in Systemic Lupus Erythematosus,COMPLETED,NA,58.0,2017-04-12,2017-07-21,17.6552,Good (10-50/month),176.552,Exceeded (≥100%),100,59.6,71.17999999999999
NCT00283842,Study Evaluating Desvenlafaxine Succinate Sustained-release (DVS SR) in Adult Outpatients With Pain Associated With Diabetic Peripheral Neuropathy,TERMINATED,PHASE3,408.0,2006-03-01,2008-06-01,15.090546780072906,Good (10-50/month),150.90546780072904,Exceeded (≥100%),10,60.6,72.785
NCT05978986,Efficiency of Determining the Clinical Class of Chronic Venous Disorders by Artificial Intelligence,RECRUITING,NA,1530.0,2023-08-25,2025-12-15,55.24697508896798,Excellent (>50/month),200.0,Exceeded (≥100%),60,88.0,92.495
NCT03657186,Study to Evaluate Benefit of ProbioSatys™ on Weight Reduction in Overweight Subjects,COMPLETED,NA,236.0,2018-08-31,2019-11-28,15.823436123348019,Good (10-50/month),158.2343612334802,Exceeded (≥100%),100,73.9,83.88
NCT00648986,Efficacy and Safety Study of Tazarotene (Tazorac) for the Treatment of Brittle Nails,COMPLETED,PHASE4,20.0,2005-08-01,2006-12-01,1.2501026694045174,Adequate (1-10/month),12.501026694045175,Significantly Below (<50%),100,46.6,37.375
NCT00030186,Open Study of CEP-701 in Patients With Refractory Acute Myeloid Leukemia With FLT-3 Mutation,COMPLETED,PHASE2,37.0,2002-01-01,2003-02-01,2.844141414141414,Adequate (1-10/month),28.44141414141414,Significantly Below (<50%),100,53.0,55.80500000000001
NCT00819286,Evaluation of Primary Plating in Sternotomy Patients for Osteosynthesis and Pain,COMPLETED,NA,140.0,2008-11-01,2011-12-01,3.788088888888889,Adequate (1-10/month),37.88088888888888,Significantly Below (<50%),100,61.2,73.43499999999999
NCT01633086,A Study on the Safety and Efficacy of Nitric Oxide Gel in Subjects With Painful Diabetic Neuropathy,COMPLETED,PHASE2,24.0,2012-07-01,2013-02-01,3.397953488372093,Adequate (1-10/month),33.97953488372093,Significantly Below (<50%),100,51.9,52.55499999999999
NCT02384486,Efficacy of Training Programme to Reduce Stress,COMPLETED,NA,67.0,2015-04-01,2015-12-01,8.358524590163935,Adequate (1-10/month),83.58524590163934,Met (75-100%),100,60.4,72.54
NCT00349986,LANTUSTITR: Insulin Glargine in Type 2 Diabetes Mellitus,TERMINATED,PHASE4,4.0,2006-09-01,,,Slow (<1/month),,Significantly Below (<50%),10,13.3,0.8099999999999999
NCT01893086,Impact of Opportunistic Salpingectomy on Ovarian Reserve in Patients Undergoing Laparoscopic Hysterectomy,COMPLETED,PHASE3,68.0,2013-06-01,2015-07-01,2.7235789473684213,Adequate (1-10/month),27.235789473684214,Significantly Below (<50%),100,55.4,62.56
NCT01154686,Working Memory Training in College Students With Attention-Deficit Hyperactivity Disorder/Learning Disabilities,UNKNOWN,NA,30.0,2009-09-01,2010-09-01,2.5019178082191784,Adequate (1-10/month),25.019178082191786,Significantly Below (<50%),50,37.4,18.62
NCT03004586,Endobronchial Ultrasound-Guided Transbronchial Needle Aspiration Using a 22 vs 25-Gauge Needle,COMPLETED,NA,61.0,2016-12-16,2020-06-25,1.442766122766123,Adequate (1-10/month),14.427661227661229,Significantly Below (<50%),100,49.9,47.425
NCT00291486,Capecitabine and 131I-huA33 in Patients With Metastatic Colorectal Cancer,COMPLETED,PHASE1,19.0,2003-10-01,2012-08-29,0.1776835637480799,Slow (<1/month),1.776835637480799,Significantly Below (<50%),100,46.5,36.815
NCT06158386,Chidamide Combined With Linperlisibon for the Treatment of Refractory/Relapsed Follicular Lymphoma,RECRUITING,PHASE2,33.0,2023-11-22,2027-12-31,0.66968,Slow (<1/month),6.6968,Significantly Below (<50%),60,35.6,16.03
NCT01874886,Cannabis Effects on Brain Morphology in Aging,COMPLETED,,60.0,2013-01-01,2019-04-01,0.8007014467338888,Slow (<1/month),8.007014467338887,Significantly Below (<50%),100,48.1,43.275000000000006
NCT06657586,Investigation of the Effectiveness of Neuromuscular Exercise Program Accompanied With Degenerative Meniscal Tear,COMPLETED,NA,50.0,2024-09-01,2025-01-20,10.794326241134751,Good (10-50/month),107.9432624113475,Exceeded (≥100%),100,59.0,70.365
NCT01812486,Dose De-escalation to the Elective Nodal Sites in Head and Neck Cancer,COMPLETED,PHASE3,200.0,2008-05-01,2013-03-01,3.4492917847025497,Adequate (1-10/month),34.492917847025495,Significantly Below (<50%),100,66.0,78.99000000000001
NCT00479986,Effects of Pioglitazone in Type 2 Diabetes Mellitus and Coronary Heart Disease,COMPLETED,PHASE4,92.0,2005-06-01,2006-11-01,5.406332046332047,Adequate (1-10/month),54.06332046332047,Below (50-75%),100,57.4,67.05499999999999
NCT02467686,"Breast Cancer, Sexuality and Black Cohosh",UNKNOWN,PHASE4,60.0,2014-01-01,2017-12-01,1.2772027972027973,Adequate (1-10/month),12.772027972027974,Significantly Below (<50%),50,34.8,15.040000000000001
NCT07187986,Sound Acupuncture in Painful Chemotherapy-Related Neuropathies,COMPLETED,NA,40.0,2022-03-17,2025-07-16,1.0004930156121612,Adequate (1-10/month),10.004930156121612,Significantly Below (<50%),100,48.2,43.665
NCT02227186,"Efficacy Study of School-located Influenza Vaccination Clinics to Increase Influenza Vaccination Rates in Monroe County, New York",COMPLETED,NA,20461.0,2014-08-01,2015-07-31,1711.079230769231,Excellent (>50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT06348186,Fascial Tissue Response to Manual Therapy: Implications in Long COVID-19,RECRUITING,NA,30.0,2024-02-01,2025-08-31,1.582668977469671,Adequate (1-10/month),15.826689774696709,Significantly Below (<50%),60,35.4,15.765
NCT02323386,"Kinematic Analysis of a PS, FB Primary Total Knee Arthroplasty (ATTUNE Knee System) Using Dynamic RSA",COMPLETED,NA,20.0,2015-01-01,2016-09-01,0.999671592775041,Slow (<1/month),9.996715927750408,Significantly Below (<50%),100,46.6,37.375
NCT05482386,STREAM Trial - Biomarker,RECRUITING,NA,500.0,2022-11-21,2026-11-01,10.562109646079113,Good (10-50/month),105.62109646079112,Exceeded (≥100%),60,83.0,89.505
NCT02119286,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD) -Study 2",COMPLETED,PHASE3,620.0,2013-10-01,2014-04-01,103.6967032967033,Excellent (>50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT03109886,Study of Milciclib in Patients With Unresectable/Metastatic Hepatocellular Carcinoma,COMPLETED,PHASE2,31.0,2017-07-12,2019-06-20,1.3328248587570621,Adequate (1-10/month),13.32824858757062,Significantly Below (<50%),100,47.5,41.415
NCT06550570,Evaluation of the Impact of Ambulatory Epidural on Maternal Satisfaction During Delivery and Postpartum,RECRUITING,,126.0,2024-07-23,2025-08-23,9.685454545454546,Adequate (1-10/month),96.85454545454546,Met (75-100%),60,51.4,50.92
NCT06445270,Lifestyle Interventions to Improve Glycemic Parameters and Reduce Gestational Diabetes in High-risk Pregnant Individuals,NOT_YET_RECRUITING,NA,100.0,2026-08-01,2031-12-01,1.5626283367556468,Adequate (1-10/month),15.626283367556471,Significantly Below (<50%),30,32.0,11.425
NCT03344770,The Efficacy of Radial Extracorporeal Shockwave Therapy on Knee Osteoarthritis,SUSPENDED,PHASE2,44.0,2017-10-20,2025-10-01,0.46137099552187394,Slow (<1/month),4.61370995521874,Significantly Below (<50%),20,24.5,6.925000000000001
NCT05584670,"A First-in-human, Dose Escalation and Dose Expansion Study of SAR445877 in Adult Participants With Advanced Solid Tumors",RECRUITING,PHASE1,542.0,2022-11-29,2028-06-28,8.095426889106967,Adequate (1-10/month),80.95426889106967,Met (75-100%),60,78.0,86.075
NCT03537170,"Dietary Assessment and Prevalence of Refeeding Syndrome in High-risk TB Patients in Chhattisgarh, India",COMPLETED,,31.0,2017-11-23,2018-02-14,11.369156626506024,Good (10-50/month),113.69156626506023,Exceeded (≥100%),100,55.8,63.245
NCT02194270,Relative Bioavailability of Ambroxol Hydrochloride of Soft Pastilles Compared to Ambroxol Hydrochloride Syrup in Healthy Male and Female Volunteers,COMPLETED,PHASE1,24.0,2004-09-01,,,Slow (<1/month),,Significantly Below (<50%),100,41.9,24.585
NCT02186470,Intensity Modulated Accelerated Partial Breast Irradiation Before Surgery in Treating Older Patients With Hormone Responsive Stage 0-I Breast Cancer,COMPLETED,NA,22.0,2016-04-29,2025-09-04,0.19609956076134702,Slow (<1/month),1.96099560761347,Significantly Below (<50%),100,46.8,38.440000000000005
NCT05049070,"Study to Evaluate the Reliability, Validity and Safety of Subjective Mobile Refraction",UNKNOWN,NA,349.0,2021-09-15,2023-06-01,17.0249358974359,Good (10-50/month),170.24935897435898,Exceeded (≥100%),50,67.9,80.36999999999999
NCT01650870,"Safety, Efficacy, and Patient Preference of Split-Dose Crystalline Lactulose as a Preparation for Colonoscopy in Adults",COMPLETED,PHASE2,40.0,2012-07-01,2012-09-01,19.638709677419353,Good (10-50/month),196.38709677419354,Exceeded (≥100%),100,58.2,68.795
NCT03153670,3T MRI in Patients With Deep Brain Stimulation (DBS),RECRUITING,NA,250.0,2017-06-01,2030-12-01,1.543297505576962,Adequate (1-10/month),15.43297505576962,Significantly Below (<50%),60,53.0,55.80500000000001
NCT06436170,The Role of Radial Peripapillary Vessel Density in Irvine-gass Syndrome,COMPLETED,,30.0,2023-07-01,2024-04-29,3.0138613861386143,Adequate (1-10/month),30.138613861386137,Significantly Below (<50%),100,50.7,48.915
NCT06018870,MRI Contrast Clearance Analysis for Glioma Grading and Genotyping,UNKNOWN,,100.0,2023-06-01,2024-06-30,7.706329113924052,Adequate (1-10/month),77.0632911392405,Met (75-100%),50,41.3,23.74
NCT03476070,Adolescent and Young Adult Cancer Patients: Cognitive Toxicity on Survivorship (ACTS),UNKNOWN,,236.0,2018-06-18,2022-09-01,4.6769791666666665,Adequate (1-10/month),46.76979166666667,Significantly Below (<50%),50,52.2,53.22
NCT03793270,Characterization of the Phenotypic Markers of B Cell Lymphocytes in Rheumatoid Arthritis,UNKNOWN,,90.0,2019-01-03,2020-08-20,4.60436974789916,Adequate (1-10/month),46.0436974789916,Significantly Below (<50%),50,40.5,22.46
NCT04439370,Autonomic Regulation of Blood Pressure in Premature and Early Menopausal Women,RECRUITING,,160.0,2019-10-01,2026-12-30,1.839969777106158,Adequate (1-10/month),18.39969777106158,Significantly Below (<50%),60,49.1,45.83
NCT00025870,Studies of Children With Metabolic and Other Genetic Disorders,COMPLETED,,1090.0,2001-10-25,2016-06-23,6.196003734827265,Adequate (1-10/month),61.96003734827264,Below (50-75%),100,88.3,92.705
NCT05882370,"TIPS Plus Cadonilimab in Advanced HCC with Tumor Thrombosis-associated Portal Hypertension:a Prospective, Single-arm, Phase II Study",RECRUITING,PHASE2,30.0,2022-12-01,2025-08-31,0.9095617529880479,Slow (<1/month),9.095617529880478,Significantly Below (<50%),60,35.4,15.765
NCT03860870,Response to Clenbuterol in Humans,COMPLETED,NA,16.0,2019-03-11,2022-12-21,0.35267197682838525,Slow (<1/month),3.526719768283852,Significantly Below (<50%),100,46.3,35.66
NCT05216770,Understanding Disorder-specific Neural Pathophysiology in Laryngeal Dystonia and Voice Tremor,RECRUITING,EARLY_PHASE1,165.0,2022-03-24,2027-08-31,2.5290030211480365,Adequate (1-10/month),25.290030211480364,Significantly Below (<50%),60,51.2,50.375
NCT03151070,Scaling Up an Integrated Approach to Improve Delivery Care in North Guatemala With Stepped Wedge Design,COMPLETED,,32000.0,2013-12-15,2017-03-15,821.3153456998315,Excellent (>50/month),200.0,Exceeded (≥100%),100,98.3,97.505
NCT01747070,"Effect of Cranial Stimulation and Acupuncture on Pain, Functional Capability and Cerebral Function in Osteoarthritis",COMPLETED,NA,60.0,2014-03-01,2016-12-01,1.815506958250497,Adequate (1-10/month),18.155069582504968,Significantly Below (<50%),100,54.8,61.095
NCT04477070,"The Effects of Subgingival Air-polishing, as an Adjunct to Non-surgical Periodontal Treatment on Periodontal Parameters and Patient Satisfaction in Patients With Periodontitis",UNKNOWN,NA,22.0,2020-07-21,2023-10-21,0.564178601516428,Slow (<1/month),5.641786015164279,Significantly Below (<50%),50,31.8,11.19
NCT05867173,Perceptual Consequences of Cochlear Implant Electrode-neuron Interfaces,RECRUITING,NA,200.0,2022-09-16,2027-03-31,3.674109837054919,Adequate (1-10/month),36.74109837054919,Significantly Below (<50%),60,54.0,58.72500000000001
NCT01166373,The Extended Operations And Pelvic Muscle Training In The Management Of Apical Support Loss Study,COMPLETED,NA,285.0,2010-04-01,2016-07-01,3.8,Adequate (1-10/month),38.0,Significantly Below (<50%),100,72.8,83.36
NCT03713073,Clinical and Histological Outcomes of Allogenic Amnion Chorion Membrane in the Healing of Free Gingival Graft Donor Site,COMPLETED,NA,19.0,2016-10-03,2020-01-17,0.4815653621981682,Slow (<1/month),4.815653621981682,Significantly Below (<50%),100,46.5,36.815
NCT07063173,Bioavailability of Ration Items Containing Tart Cherry Extract,RECRUITING,NA,15.0,2024-06-14,2025-12-31,0.808141592920354,Slow (<1/month),8.08141592920354,Significantly Below (<50%),60,34.2,14.305000000000001
NCT01798173,"Environmental, Metabolic and Nutritional Factors of Hepatocellular Carcinoma in Cirrhotic Patients",COMPLETED,NA,1246.0,2008-06-20,2018-01-25,10.8180946948089,Good (10-50/month),108.18094694808902,Exceeded (≥100%),100,95.0,95.7
NCT01934673,"A Cross-Sectional Survey to Evaluate Diabetes Management, Control, Complications, Psychosocial Aspects of Patients With Type 2 Diabetes in Malaysia",COMPLETED,,1668.0,2013-09-01,2013-11-01,832.359344262295,Excellent (>50/month),200.0,Exceeded (≥100%),100,98.3,97.505
NCT01727973,Efficacy of Subantimicrobial Dose Doxycycline for Moderate to Severe and Active Graves' Orbitopathy,COMPLETED,PHASE1,14.0,2012-10-01,2013-11-01,1.076161616161616,Adequate (1-10/month),10.761616161616162,Significantly Below (<50%),100,46.1,34.695
NCT03117673,Estimation of Pulmonary Arterial Pressure With Transesophageal Echocardiography: a Pilot Study,UNKNOWN,,39.0,2017-05-01,2020-12-31,0.8859402985074628,Slow (<1/month),8.859402985074627,Significantly Below (<50%),50,31.5,10.635
NCT02363673,The Effect of Individualised Homoeopathic Treatment of Autism Spectrum Disorder in Children,COMPLETED,PHASE2,10.0,2015-02-01,2015-07-01,2.029333333333333,Adequate (1-10/month),20.293333333333333,Significantly Below (<50%),100,50.8,49.18
NCT03778073,Study of Cosibelimab in Subjects With Relapsed or Refractory Lymphoma,TERMINATED,PHASE1,18.0,2019-04-17,2022-08-01,0.4558402662229617,Slow (<1/month),4.558402662229617,Significantly Below (<50%),10,19.4,5.2299999999999995
NCT03034473,"Translational Validation Study to Examine KFO179-1 Biomarker Scores for the Prediction and Prognosis of Advanced Primary Resectable Rectal Cancer Stages UICC-II-IV, With a 5-Fluorouracil-based Standard Radiochemotherapy Followed by Total Mesorectal Excision.",UNKNOWN,NA,200.0,2011-08-01,2024-08-01,1.2819540955990736,Adequate (1-10/month),12.819540955990735,Significantly Below (<50%),50,46.0,34.1
NCT06830473,KTRSensor Scotland Study: An Observational Study Into Predictors and Diagnosis of Kidney Transplant Rejection,RECRUITING,,200.0,2025-05-16,2027-05-13,8.37414030261348,Adequate (1-10/month),83.7414030261348,Met (75-100%),60,57.3,66.74
NCT05614973,Efficacy and Safety of Percutaneous Liver Biopsy With Needle Tract Plugging on Outpatient Basis,UNKNOWN,NA,122.0,2022-08-02,2023-08-31,9.425583756345178,Adequate (1-10/month),94.25583756345178,Met (75-100%),50,49.8,47.17
NCT01721369,Applicability of Syncope Guidelines in Cataluña,COMPLETED,,581.0,2011-11-01,2013-03-01,36.39020576131688,Good (10-50/month),200.0,Exceeded (≥100%),100,93.3,94.325
NCT00192569,Australian Trial in Acute Hepatitis C,COMPLETED,PHASE4,167.0,2004-07-01,2010-06-01,2.3523739009717723,Adequate (1-10/month),23.523739009717723,Significantly Below (<50%),100,63.4,76.375
NCT03677869,Effects of Pneumatic Vitreolysis on Macular Hole,COMPLETED,NA,36.0,2018-11-14,2020-07-22,1.7789610389610389,Adequate (1-10/month),17.789610389610388,Significantly Below (<50%),100,52.9,55.55
NCT02905669,Normal Values for Esophageal and Pyloric Impedance Planimetry Under General Anesthesia (NormaFLIP),UNKNOWN,NA,40.0,2017-09-13,2024-05-25,0.4977923139820115,Slow (<1/month),4.977923139820115,Significantly Below (<50%),50,33.2,12.989999999999998
NCT06390969,TBP Survey Among Respiratory Physicians,ENROLLING_BY_INVITATION,,400.0,2024-07-01,2025-02-28,50.31404958677686,Excellent (>50/month),200.0,Exceeded (≥100%),55,76.8,85.42
NCT07066969,Prevalence of Germline Alterations in Actionable Genes in Endometrial Cancer,NOT_YET_RECRUITING,NA,20.0,2026-01-22,2027-04-01,1.4027649769585253,Adequate (1-10/month),14.027649769585251,Significantly Below (<50%),30,25.6,7.595000000000001
NCT06610669,The Prevalence of Hyper-Lp(a)-Emia in the PMMHRI-Lp(a) Registry,RECRUITING,,2000.0,2022-01-01,2028-06-01,25.983781476739225,Good (10-50/month),200.0,Exceeded (≥100%),60,81.3,88.58
NCT04203069,Auto-Adjustable MOBIDERM® Autofit NIGHT-time Compression Armsleeve in the Upper Limb LYMphedema in Maintenance Phase,COMPLETED,NA,63.0,2020-07-01,2024-09-15,1.2477033181522448,Adequate (1-10/month),12.477033181522447,Significantly Below (<50%),100,50.0,47.675
NCT02249169,Developing Novel Microbiota-Targeted Therapies for Irritable Bowel Syndrome,COMPLETED,,84.0,2014-09-19,2017-02-08,2.92893470790378,Adequate (1-10/month),29.289347079037803,Significantly Below (<50%),100,55.1,62.085
NCT01162369,Brief Delirium Assessments in Non-Intensive Care Unit (ICU) Patients,WITHDRAWN,,0.0,2013-07-01,2016-07-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,13.2,0.6
NCT06708169,Effect of Preemptive Education on the Incidence of Maternal Intraoperative Shivering in Elective Cesarean Delivery,RECRUITING,NA,130.0,2024-12-09,2026-08-31,6.281269841269842,Adequate (1-10/month),62.81269841269842,Below (50-75%),60,48.4,44.22
NCT01250769,Evaluating the Effect of Tooth Cleaning Devices on Oral Health,COMPLETED,NA,170.0,2010-04-01,2010-06-01,84.8327868852459,Excellent (>50/month),200.0,Exceeded (≥100%),100,73.6,83.775
NCT00700869,Evaluation of a New Mechanical Ventilation Weaning Strategy for Patients With Altered Level of Consciousness,COMPLETED,PHASE2,34.0,2008-04-01,2011-09-01,0.8292948717948718,Slow (<1/month),8.292948717948718,Significantly Below (<50%),100,47.7,42.17
NCT02766569,International Registry for ASD Closure by Using the Occlutech®Flex II Device in More Than 2000 Patients,UNKNOWN,,2000.0,2016-07-01,2017-12-01,117.52895752895753,Excellent (>50/month),200.0,Exceeded (≥100%),50,83.3,90.11
NCT02641769,Intra-Testicular Transplantation of Autologous Stem Cells for Treatment of Non-Obstructive Azoospermia Male Infertility.,UNKNOWN,PHASE1,50.0,2014-01-01,2021-01-01,0.5952287837309347,Slow (<1/month),5.952287837309347,Significantly Below (<50%),50,34.0,14.02
NCT00468169,Cetuximab (ERBITUX®) Added to Two Concurrent Chemoradiotherapy Platforms in Locally Advanced Head and Neck Cancer,COMPLETED,PHASE2,110.0,2006-07-01,2012-11-01,1.4463930885529157,Adequate (1-10/month),14.463930885529155,Significantly Below (<50%),100,53.8,58.065
NCT05665569,Effects of Flourish HEC Vaginal Care System on Birth-Related Pelvic Floor Disorders,TERMINATED,NA,1.0,2023-01-30,2023-03-29,0.5248275862068966,Slow (<1/month),5.248275862068966,Significantly Below (<50%),10,18.1,3.105
NCT04529369,"Middle Lobe Only Laser Vaporization or Total Prostate Vaporization of the Prostate, Prospective Cohort Study",NOT_YET_RECRUITING,NA,280.0,2020-10-01,2030-10-01,2.333844468784228,Adequate (1-10/month),23.33844468784228,Significantly Below (<50%),30,51.4,50.92
NCT02167269,Comparison of Minimal Fresh Gas Requirements of Baby EAR and Jackson Rees Anesthetic Circuit,COMPLETED,NA,20.0,2014-05-01,2014-10-01,3.9790849673202615,Adequate (1-10/month),39.790849673202615,Significantly Below (<50%),100,51.6,51.644999999999996
NCT05925569,Electronic Alert to Improve Testing For Primary Aldosteronism in Patients With Hypertension,ACTIVE_NOT_RECRUITING,NA,12501.0,2024-03-13,2029-12-31,179.58019820670128,Excellent (>50/month),200.0,Exceeded (≥100%),85,95.5,96.55
NCT02909569,Relieving Chronic Itch: Oral Medication,WITHDRAWN,PHASE2,0.0,2018-08-01,2018-10-09,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT06518369,Preoperative Prehabilitation Program For Geriatric Patients in a Rural Healthcare Setting,COMPLETED,,27.0,2024-06-18,2025-06-04,2.3415384615384616,Adequate (1-10/month),23.415384615384617,Significantly Below (<50%),100,50.5,48.515
NCT04542369,Pilot Study of PD-1inhibitor (Tislelizumab) Plus Chemotherapy as Neoadjuvant Therapy for Limited-Stage Small-Cell Lung Cancer,UNKNOWN,PHASE2,15.0,2021-05-01,2025-11-30,0.27275985663082436,Slow (<1/month),2.7275985663082434,Significantly Below (<50%),50,31.2,10.165000000000001
NCT05383469,Efficacy of Active Versus Passive Methods in Chronic Venous Insufficiency,COMPLETED,NA,66.0,2022-09-13,2023-09-02,5.675254237288136,Adequate (1-10/month),56.75254237288135,Below (50-75%),100,55.3,62.36000000000001
NCT04576169,Trial Comparing Treatment Strategies in Triangular Fibrocartilage Complex Ruptures,RECRUITING,NA,204.0,2020-10-27,2035-03-31,1.1787699316628701,Adequate (1-10/month),11.787699316628702,Significantly Below (<50%),60,49.3,46.265
NCT07349069,A Phase III Trial Comparing HRS-8080 With Standard Endocrine Therapy in Patients With High-Risk Early Breast Cancer,NOT_YET_RECRUITING,PHASE3,4800.0,2026-01-01,2034-01-01,50.0041067761807,Excellent (>50/month),200.0,Exceeded (≥100%),30,79.0,86.96000000000001
NCT03957083,Oxytocin at Elective Cesarean Deliveries: A Dose-finding Study in Women With BMI ≥ 40kg/m2,COMPLETED,NA,30.0,2019-06-26,2020-02-04,4.095067264573991,Adequate (1-10/month),40.950672645739914,Significantly Below (<50%),100,52.4,53.949999999999996
NCT00525083,Protein and Phospholipid Analysis of HDL in Patients With Very High Serum Levels of HDL-C,TERMINATED,,19.0,2005-06-01,2014-11-03,0.16803021499128415,Slow (<1/month),1.6803021499128417,Significantly Below (<50%),10,17.9,2.87
NCT01900483,Brain Functions in Patients Before and After Bariatric Surgery,COMPLETED,,24.0,,,,Slow (<1/month),,Significantly Below (<50%),100,40.3,22.21
NCT00241683,Fetal Growth Restriction & Maternal Cardiovascular Risk,COMPLETED,,704.0,2005-08-01,2009-04-01,16.004301717699775,Good (10-50/month),160.04301717699775,Exceeded (≥100%),100,93.3,94.325
NCT01821183,Strength and Strength-ratio of Hip Rotator Muscles at Soccer Players,COMPLETED,,30.0,2013-04-01,2013-08-01,7.485245901639344,Adequate (1-10/month),74.85245901639344,Below (50-75%),100,50.7,48.915
NCT06624683,Exploring the Effect of Footbaths on Increasing the Success Rates in Vitro Fertilization,NOT_YET_RECRUITING,NA,80.0,2024-10-01,2025-10-01,6.6717808219178085,Adequate (1-10/month),66.71780821917808,Below (50-75%),30,35.4,15.765
NCT03776383,Providing Antibiotic Prescribing Feedback to Primary Care Physicians: The Ontario Program To Improve AntiMicrobial USE,COMPLETED,NA,3500.0,2018-12-14,2020-11-30,148.59135285913527,Excellent (>50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT01337583,A Safety and Efficacy Trial of Dapivirine Vaginal Ring in Africa,WITHDRAWN,PHASE3,0.0,2011-07-01,2014-07-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT01086683,Rehabilitation of Cancer Survivors in Denmark: The Effect of a Psychosocial Rehabilitation Course,COMPLETED,PHASE2,513.0,2004-05-01,2009-12-01,7.654764705882354,Adequate (1-10/month),76.54764705882353,Met (75-100%),100,90.0,93.17
NCT03524183,Virtual Fitness Buddy Ecosystem,COMPLETED,PHASE2,964.0,2018-08-27,2024-06-30,13.750777881911903,Good (10-50/month),137.507778819119,Exceeded (≥100%),100,95.0,95.7
NCT06742983,Healing Efficacy of Isobutyl Cyanoacrylate High Viscous Solution in Treatment of Traumatic Ulcer in Children,COMPLETED,NA,30.0,2023-08-04,2024-09-20,2.211138014527845,Adequate (1-10/month),22.11138014527845,Significantly Below (<50%),100,52.4,53.949999999999996
NCT03464383,Anxiety and Depression in Epilepsy: A Treatment Study,COMPLETED,PHASE4,69.0,2018-05-07,2019-09-20,4.192335329341318,Adequate (1-10/month),41.92335329341318,Significantly Below (<50%),100,55.5,62.71
NCT00159783,40 Week Extension Study Of Asenapine and Olanzapine For Bipolar Disorder (A7501007)(COMPLETED)(P05857),COMPLETED,PHASE3,218.0,2005-07-01,2007-04-01,10.384851330203443,Good (10-50/month),103.84851330203443,Exceeded (≥100%),100,72.4,83.17999999999999
NCT02919683,Window Study of Nivolumab With or Without Ipilimumab in Squamous Cell Carcinoma of the Oral Cavity,ACTIVE_NOT_RECRUITING,PHASE2,30.0,2016-11-01,2026-12-01,0.24801738185768604,Slow (<1/month),2.4801738185768603,Significantly Below (<50%),85,42.9,26.145000000000003
NCT03292783,"This is a Study to Evaluate the Safety and Tolerability of the Study Drug ABL001, and to Determine the Maximum Tolerated Dose and/or Recommended Phase 2 Study Dose of ABL001",COMPLETED,PHASE1,45.0,2017-09-18,2021-03-02,1.0862807295796986,Adequate (1-10/month),10.862807295796987,Significantly Below (<50%),100,48.6,44.685
NCT07304583,"The Effect of Playing the Sound of Water and Watching Videos With VR on Urination, Fear, and Pain in Post-Op Children",ENROLLING_BY_INVITATION,NA,1.0,2025-11-01,2026-01-30,0.33822222222222226,Slow (<1/month),3.3822222222222225,Significantly Below (<50%),55,31.6,10.905
NCT06788483,Self-regulated Flipped Classroom Strategy,COMPLETED,NA,110.0,2024-02-01,2024-06-30,22.322666666666667,Good (10-50/month),200.0,Exceeded (≥100%),100,63.8,76.78
NCT06562283,Evaluation of the Reproducibility of a Fatigability Test Fitted to Patients With Spinal Muscular Atrophy,RECRUITING,NA,80.0,2024-12-06,2026-10-01,3.6674698795180722,Adequate (1-10/month),36.674698795180724,Significantly Below (<50%),60,44.4,28.95
NCT06986083,A Study of Changes to Prostate Procedures,RECRUITING,PHASE3,800.0,2025-05-19,2028-05-01,22.589981447124305,Good (10-50/month),200.0,Exceeded (≥100%),60,83.0,89.505
NCT02185183,Oral Administration of AlequelTM for Patients With Inflammatory Bowel Disease (IBD),COMPLETED,PHASE1,22.0,2008-01-01,2010-01-01,0.9161149110807114,Slow (<1/month),9.161149110807115,Significantly Below (<50%),100,46.8,38.440000000000005
